mmap,seq_read,warm,2147483648,4096,1,0,42,1,0.443566,2147483648,4617.13,0.846035,0.320103,0.123486,32778,0,1,0
mmap,seq_read,warm,2147483648,4096,1,0,42,2,0.445548,2147483648,4596.58,0.849816,0.325833,0.11973,32777,0,1,1
mmap,seq_read,warm,2147483648,4096,1,0,42,3,0.447106,2147483648,4580.57,0.852786,0.334994,0.112127,32777,0,1,1
mmap,seq_read,warm,2147483648,4096,1,0,42,4,0.445771,2147483648,4594.29,0.850241,0.331329,0.114445,32777,0,1,1
mmap,seq_read,warm,2147483648,4096,1,0,42,5,0.446596,2147483648,4585.8,0.851815,0.358619,0.08799,32777,0,1,1
mmap,seq_read,warm,2147483648,4096,4,0,42,1,0.114508,2147483648,17885.2,0.218407,0.333502,0.120685,32784,0,5,0
mmap,seq_read,warm,2147483648,4096,4,0,42,2,0.114345,2147483648,17910.7,0.218096,0.321914,0.130216,32784,0,3,0
mmap,seq_read,warm,2147483648,4096,4,0,42,3,0.11429,2147483648,17919.4,0.21799,0.311536,0.140527,32784,0,4,2
mmap,seq_read,warm,2147483648,4096,4,0,42,4,0.114921,2147483648,17820.9,0.219195,0.292667,0.162726,32783,0,6,0
mmap,seq_read,warm,2147483648,4096,4,0,42,5,0.113719,2147483648,18009.4,0.216901,0.327473,0.122929,32784,0,4,1
mmap,seq_read,warm,2147483648,4096,8,0,42,1,0.059952,2147483648,34160.6,0.114349,0.291286,0.168246,32791,0,23,2
mmap,seq_read,warm,2147483648,4096,8,0,42,2,0.0598098,2147483648,34241.9,0.114078,0.324361,0.140454,32792,0,11,1
mmap,seq_read,warm,2147483648,4096,8,0,42,3,0.0594782,2147483648,34432.8,0.113446,0.344593,0.118555,32792,0,20,3
mmap,seq_read,warm,2147483648,4096,8,0,42,4,0.0598135,2147483648,34239.8,0.114085,0.319155,0.144926,32792,0,21,1
mmap,seq_read,warm,2147483648,4096,8,0,42,5,0.0617764,2147483648,33151.8,0.117829,0.327204,0.135666,32792,0,12,1
mmap,seq_read,warm,2147483648,16384,1,0,42,1,0.446942,2147483648,4582.25,3.40989,0.306789,0.140152,32779,0,1,1
mmap,seq_read,warm,2147483648,16384,1,0,42,2,0.446684,2147483648,4584.89,3.40793,0.290179,0.156514,32778,0,1,2
mmap,seq_read,warm,2147483648,16384,1,0,42,3,0.447368,2147483648,4577.89,3.41315,0.289966,0.157407,32777,0,1,1
mmap,seq_read,warm,2147483648,16384,1,0,42,4,0.445507,2147483648,4597.01,3.39895,0.308649,0.136875,32778,0,1,1
mmap,seq_read,warm,2147483648,16384,1,0,42,5,0.446391,2147483648,4587.9,3.40569,0.314479,0.131916,32779,0,1,1
mmap,seq_read,warm,2147483648,16384,4,0,42,1,0.114694,2147483648,17856.2,0.875046,0.335467,0.112931,32783,0,9,1
mmap,seq_read,warm,2147483648,16384,4,0,42,2,0.113917,2147483648,17978,0.869116,0.320762,0.131363,32784,0,6,1
mmap,seq_read,warm,2147483648,16384,4,0,42,3,0.113666,2147483648,18017.7,0.867203,0.328001,0.123127,32784,0,5,3
mmap,seq_read,warm,2147483648,16384,4,0,42,4,0.114168,2147483648,17938.4,0.871035,0.342487,0.108043,32783,0,5,2
mmap,seq_read,warm,2147483648,16384,4,0,42,5,0.114216,2147483648,17931,0.871398,0.326999,0.124267,32784,0,7,5
mmap,seq_read,warm,2147483648,16384,8,0,42,1,0.058791,2147483648,34835.3,0.44854,0.343351,0.117617,32791,0,22,1
mmap,seq_read,warm,2147483648,16384,8,0,42,2,0.0601787,2147483648,34032,0.459127,0.363965,0.100453,32792,0,25,3
mmap,seq_read,warm,2147483648,16384,8,0,42,3,0.0593429,2147483648,34511.3,0.45275,0.322028,0.142097,32792,0,38,2
mmap,seq_read,warm,2147483648,16384,8,0,42,4,0.0621348,2147483648,32960.6,0.474051,0.350574,0.113375,32791,0,18,1
mmap,seq_read,warm,2147483648,16384,8,0,42,5,0.061397,2147483648,33356.7,0.468422,0.305955,0.153825,32792,0,6,2
mmap,seq_read,warm,2147483648,65536,1,0,42,1,0.444024,2147483648,4612.36,13.5505,0.328671,0.115376,32779,0,1,0
mmap,seq_read,warm,2147483648,65536,1,0,42,2,0.446459,2147483648,4587.21,13.6248,0.334507,0.111975,32779,0,1,0
mmap,seq_read,warm,2147483648,65536,1,0,42,3,0.44591,2147483648,4592.86,13.6081,0.362052,0.083868,32779,0,1,2
mmap,seq_read,warm,2147483648,65536,1,0,42,4,0.443639,2147483648,4616.37,13.5388,0.299352,0.144308,32779,0,1,0
